"","country","points","price","province","taster_name","variety"
"16991","France",85,20,"Rhône Valley","Joe Czerwinski","Rose"
"16994","France",86,12,"Rhône Valley","Joe Czerwinski","Rose"
"16995","France",86,18,"Rhône Valley","Joe Czerwinski","Rose"
"16999","France",91,39,"Rhône Valley","Joe Czerwinski","Rose"
"17009","France",91,78,"Rhône Valley","Joe Czerwinski","Syrah"
"17011","France",91,44,"Rhône Valley","Joe Czerwinski","Syrah"
"17051","France",87,NA,"Provence","Joe Czerwinski","Rose"
"17057","France",91,29,"Rhône Valley","Joe Czerwinski","Rose"
"17058","France",87,13,"Rhône Valley","Joe Czerwinski","Rose"
"17116","France",92,35,"Rhône Valley","Joe Czerwinski","Syrah"
"17127","France",91,85,"Rhône Valley","Joe Czerwinski","Syrah"
"17141","France",89,44,"Rhône Valley","Joe Czerwinski","Syrah"
"17163","France",91,NA,"Rhône Valley","Joe Czerwinski","Rose"
"17170","France",91,18,"Rhône Valley","Joe Czerwinski","Rose"
"17183","France",87,10,"Rhône Valley","Joe Czerwinski","Rose"
"17189","France",87,11,"Rhône Valley","Joe Czerwinski","Rose"
"17199","France",92,NA,"Rhône Valley","Joe Czerwinski","Syrah"
"17202","France",86,34,"Rhône Valley","Joe Czerwinski","Syrah"
"17240","France",92,NA,"Rhône Valley","Joe Czerwinski","Rose"
"17243","France",87,20,"Rhône Valley","Joe Czerwinski","Rose"
"17244","France",87,26,"Rhône Valley","Joe Czerwinski","Syrah"
"17251","France",89,96,"Rhône Valley","Joe Czerwinski","Syrah"
"17268","France",92,150,"Rhône Valley","Joe Czerwinski","Syrah"
"17269","France",86,18,"Rhône Valley","Joe Czerwinski","Rose"
"17270","France",86,12,"Rhône Valley","Joe Czerwinski","Rose"
"17294","France",89,8,"Languedoc-Roussillon","Joe Czerwinski","Syrah"
"17306","France",88,12,"Rhône Valley","Joe Czerwinski","Syrah"
"17308","France",88,16,"Rhône Valley","Joe Czerwinski","Rose"
"17327","France",89,15,"Rhône Valley","Joe Czerwinski","Rose"
"17338","France",87,NA,"Provence","Joe Czerwinski","Rose"
"17339","France",87,NA,"Provence","Joe Czerwinski","Rose"
"17341","France",87,42,"Provence","Joe Czerwinski","Rose"
"17348","France",92,17,"Rhône Valley","Joe Czerwinski","Syrah"
"17362","France",88,NA,"Rhône Valley","Joe Czerwinski","Syrah"
"17363","France",88,NA,"Rhône Valley","Joe Czerwinski","Rose"
"17373","France",91,42,"Rhône Valley","Joe Czerwinski","Syrah"
"17374","France",91,24,"Rhône Valley","Joe Czerwinski","Syrah"
"17377","France",92,110,"Rhône Valley","Joe Czerwinski","Syrah"
"17420","France",93,47,"Rhône Valley","Joe Czerwinski","Syrah"
"17446","France",93,85,"Rhône Valley","Joe Czerwinski","Syrah"
"17478","France",91,57,"Rhône Valley","Joe Czerwinski","Syrah"
"17480","France",90,61,"Rhône Valley","Joe Czerwinski","Syrah"
"17483","France",88,12,"Rhône Valley","Joe Czerwinski","Syrah"
"17511","US",87,17,"California","Joe Czerwinski","Chardonnay"
"17513","US",87,43,"California","Joe Czerwinski","Chardonnay"
"17517","US",87,23,"California","Joe Czerwinski","Chardonnay"
"17518","US",87,10,"California","Joe Czerwinski","Syrah"
"17528","France",92,16,"Rhône Valley","Joe Czerwinski","Rose"
"17531","US",83,16,"Oregon","Joe Czerwinski","Pinot Noir"
"17532","US",83,9,"Oregon","Joe Czerwinski","Pinot Noir"
"17533","US",81,14,"Oregon","Joe Czerwinski","Pinot Noir"
"17539","France",89,13,"Rhône Valley","Joe Czerwinski","Rose"
"17549","France",87,14,"Rhône Valley","Joe Czerwinski","Rose"
"17550","France",87,15,"Rhône Valley","Joe Czerwinski","Rose"
"17553","France",90,145,"Rhône Valley","Joe Czerwinski","Syrah"
"17585","US",83,10,"New York","Joe Czerwinski","Chardonnay"
"17586","US",83,7,"New York","Joe Czerwinski","Chardonnay"
"17588","US",83,10,"New York","Joe Czerwinski","Rose"
"17589","US",83,11,"New York","Joe Czerwinski","Rose"
"17590","US",83,10,"New York","Joe Czerwinski","Pinot Noir"
"17592","US",83,18,"New York","Joe Czerwinski","Merlot"
"17593","US",83,16,"New York","Joe Czerwinski","Merlot"
"17595","US",83,15,"New York","Joe Czerwinski","Chardonnay"
"17599","US",83,19,"New York","Joe Czerwinski","Merlot"
"17617","France",89,12,"Provence","Joe Czerwinski","Rose"
"17622","France",86,10,"France Other","Joe Czerwinski","Merlot"
"17627","France",88,22,"Rhône Valley","Joe Czerwinski","Syrah"
"17630","France",90,16,"Rhône Valley","Joe Czerwinski","Rose"
"17634","France",91,22,"Rhône Valley","Joe Czerwinski","Rose"
"17653","France",92,85,"Rhône Valley","Joe Czerwinski","Syrah"
"17659","France",90,13,"Rhône Valley","Joe Czerwinski","Rose"
"17667","France",92,18,"Rhône Valley","Joe Czerwinski","Rose"
"17678","France",86,23,"France Other","Joe Czerwinski","Rose"
"17692","France",89,27,"Rhône Valley","Joe Czerwinski","Syrah"
"17782","France",91,80,"Rhône Valley","Joe Czerwinski","Syrah"
"17784","France",91,30,"Rhône Valley","Joe Czerwinski","Syrah"
"17794","France",88,NA,"Rhône Valley","Joe Czerwinski","Rose"
"17799","France",88,13,"Rhône Valley","Joe Czerwinski","Rose"
"17811","France",87,28,"Rhône Valley","Joe Czerwinski","Syrah"
"17844","France",88,43,"Rhône Valley","Joe Czerwinski","Syrah"
"17862","France",85,12,"Rhône Valley","Joe Czerwinski","Rose"
"17871","France",86,10,"France Other","Joe Czerwinski","Merlot"
"17887","France",87,18,"Rhône Valley","Joe Czerwinski","Rose"
"17902","France",88,28,"Rhône Valley","Joe Czerwinski","Syrah"
"17916","France",94,48,"Rhône Valley","Joe Czerwinski","Syrah"
"17919","France",91,30,"Rhône Valley","Joe Czerwinski","Syrah"
"17925","France",91,58,"Rhône Valley","Joe Czerwinski","Syrah"
"17927","France",91,120,"Rhône Valley","Joe Czerwinski","Syrah"
"17955","France",82,13,"Rhône Valley","Joe Czerwinski","Rose"
"17957","France",89,20,"Rhône Valley","Joe Czerwinski","Syrah"
"18058","France",85,18,"Rhône Valley","Joe Czerwinski","Syrah"
"18075","France",87,30,"Rhône Valley","Joe Czerwinski","Syrah"
"18087","France",88,16,"Rhône Valley","Joe Czerwinski","Rose"
"18088","France",89,22,"Rhône Valley","Joe Czerwinski","Rose"
"18101","France",89,30,"Rhône Valley","Joe Czerwinski","Syrah"
"18114","France",89,30,"Rhône Valley","Joe Czerwinski","Syrah"
"18128","France",90,75,"Rhône Valley","Joe Czerwinski","Syrah"
"18129","France",90,17,"Rhône Valley","Joe Czerwinski","Rose"
"18137","France",92,16,"Rhône Valley","Joe Czerwinski","Rose"
"18140","France",90,28,"Rhône Valley","Joe Czerwinski","Syrah"
"18163","France",92,166,"Rhône Valley","Joe Czerwinski","Syrah"
"18180","France",88,30,"Rhône Valley","Joe Czerwinski","Rose"
"18181","France",90,20,"Rhône Valley","Joe Czerwinski","Rose"
"18233","France",86,17,"Rhône Valley","Joe Czerwinski","Rose"
"18234","France",86,11,"Rhône Valley","Joe Czerwinski","Rose"
"18235","France",86,13,"France Other","Joe Czerwinski","Rose"
"18392","France",86,13,"Rhône Valley","Joe Czerwinski","Rose"
"18393","France",86,13,"Rhône Valley","Joe Czerwinski","Rose"
"18431","France",91,30,"Rhône Valley","Joe Czerwinski","Syrah"
"18432","France",90,20,"Rhône Valley","Joe Czerwinski","Rose"
"18436","France",87,19,"Rhône Valley","Joe Czerwinski","Rose"
"18437","France",87,10,"Rhône Valley","Joe Czerwinski","Rose"
"18447","France",91,88,"Rhône Valley","Joe Czerwinski","Syrah"
"18453","France",90,21,"Rhône Valley","Joe Czerwinski","Syrah"
"18471","France",84,13,"Rhône Valley","Joe Czerwinski","Rose"
"18472","France",84,16,"Rhône Valley","Joe Czerwinski","Syrah"
"18478","France",87,25,"Rhône Valley","Joe Czerwinski","Syrah"
"18482","France",93,15,"Rhône Valley","Joe Czerwinski","Rose"
"18483","France",90,24,"Rhône Valley","Joe Czerwinski","Rose"
"37470","Argentina",85,12,"Other","Michael Schachner","Chardonnay"
"37506","Spain",87,11,"Northern Spain","Michael Schachner","Rose"
"37535","Argentina",90,46,"Mendoza Province","Michael Schachner","Chardonnay"
"37558","Spain",87,18,"Northern Spain","Michael Schachner","Rose"
"37582","Argentina",86,17,"Mendoza Province","Michael Schachner","Chardonnay"
"37583","Argentina",86,12,"Mendoza Province","Michael Schachner","Merlot"
"37610","Argentina",85,12,"Other","Michael Schachner","Chardonnay"
"37611","Argentina",85,10,"Mendoza Province","Michael Schachner","Chardonnay"
"37618","Spain",86,15,"Catalonia","Michael Schachner","Chardonnay"
"37627","Argentina",85,13,"Mendoza Province","Michael Schachner","Rose"
"37630","Argentina",85,10,"Mendoza Province","Michael Schachner","Rose"
"37634","Argentina",85,20,"Other","Michael Schachner","Merlot"
"37689","Spain",85,4,"Central Spain","Michael Schachner","Syrah"
"37694","Spain",84,10,"Central Spain","Michael Schachner","Syrah"
"37708","Spain",84,8,"Northern Spain","Michael Schachner","Rose"
"37714","Spain",90,31,"Northern Spain","Michael Schachner","Rose"
"37754","Argentina",83,12,"Other","Michael Schachner","Chardonnay"
"37789","Argentina",84,10,"Mendoza Province","Michael Schachner","Chardonnay"
"37805","Argentina",84,11,"Mendoza Province","Michael Schachner","Chardonnay"
"37809","Argentina",86,10,"Mendoza Province","Michael Schachner","Syrah"
"37852","Spain",87,15,"Catalonia","Michael Schachner","Pinot Noir"
"37858","Spain",84,9,"Northern Spain","Michael Schachner","Chardonnay"
"37863","Argentina",84,11,"Other","Michael Schachner","Chardonnay"
"37880","Argentina",89,20,"Mendoza Province","Michael Schachner","Chardonnay"
"37916","Spain",86,9,"Northern Spain","Michael Schachner","Rose"
"37928","Argentina",87,35,"Mendoza Province","Michael Schachner","Chardonnay"
"37936","Argentina",83,10,"Mendoza Province","Michael Schachner","Rose"
"37956","Spain",86,15,"Northern Spain","Michael Schachner","Chardonnay"
"37987","Argentina",91,120,"Other","Michael Schachner","Pinot Noir"
"38002","Spain",81,7,"Central Spain","Michael Schachner","Rose"
"38032","Argentina",85,13,"Mendoza Province","Michael Schachner","Rose"
"38034","Argentina",85,15,"Other","Michael Schachner","Pinot Noir"
"38074","Spain",87,18,"Catalonia","Michael Schachner","Pinot Noir"
"38075","Spain",87,9,"Northern Spain","Michael Schachner","Rose"
"38087","Spain",88,10,"Northern Spain","Michael Schachner","Rose"
"38090","Spain",87,12,"Northern Spain","Michael Schachner","Rose"
"38091","Spain",87,9,"Northern Spain","Michael Schachner","Rose"
"38099","Argentina",88,30,"Other","Michael Schachner","Pinot Noir"
"38153","Spain",83,13,"Northern Spain","Michael Schachner","Rose"
"38159","Argentina",84,20,"Mendoza Province","Michael Schachner","Chardonnay"
"38162","Argentina",84,13,"Mendoza Province","Michael Schachner","Chardonnay"
"38191","US",89,24,"Oregon","Michael Schachner","Pinot Noir"
"38192","US",89,30,"Oregon","Michael Schachner","Pinot Noir"
"38193","US",88,25,"Oregon","Michael Schachner","Pinot Noir"
"38194","US",88,24,"Oregon","Michael Schachner","Pinot Noir"
"38195","US",88,25,"Oregon","Michael Schachner","Pinot Noir"
"38196","US",88,28,"Oregon","Michael Schachner","Pinot Noir"
"38197","US",88,40,"Oregon","Michael Schachner","Pinot Noir"
"38204","Argentina",87,18,"Mendoza Province","Michael Schachner","Chardonnay"
"38221","Argentina",83,11,"Mendoza Province","Michael Schachner","Chardonnay"
"38227","Argentina",86,12,"Mendoza Province","Michael Schachner","Rose"
"38230","Argentina",83,17,"Mendoza Province","Michael Schachner","Pinot Noir"
"38298","Argentina",87,19,"Mendoza Province","Michael Schachner","Chardonnay"
"38310","Spain",84,14,"Northern Spain","Michael Schachner","Chardonnay"
"38374","Argentina",83,12,"Other","Michael Schachner","Chardonnay"
"38385","Argentina",85,NA,"Other","Michael Schachner","Merlot"
"38490","Spain",88,65,"Catalonia","Michael Schachner","Chardonnay"
"38516","Argentina",88,15,"Mendoza Province","Michael Schachner","Syrah"
"38590","Argentina",83,9,"Mendoza Province","Michael Schachner","Chardonnay"
"38625","Argentina",86,15,"Mendoza Province","Michael Schachner","Merlot"
"38627","Argentina",86,15,"Mendoza Province","Michael Schachner","Chardonnay"
"38628","Argentina",86,12,"Mendoza Province","Michael Schachner","Chardonnay"
"38629","Argentina",86,11,"Mendoza Province","Michael Schachner","Syrah"
"38640","Argentina",89,27,"Mendoza Province","Michael Schachner","Syrah"
"38646","Argentina",92,35,"Mendoza Province","Michael Schachner","Chardonnay"
"38669","Argentina",88,20,"Mendoza Province","Michael Schachner","Pinot Noir"
"38755","Argentina",84,13,"Other","Michael Schachner","Chardonnay"
"38761","Argentina",84,20,"Mendoza Province","Michael Schachner","Chardonnay"
"38779","Spain",86,14,"Central Spain","Michael Schachner","Rose"
"38795","Argentina",84,13,"Mendoza Province","Michael Schachner","Syrah"
"38806","Spain",87,14,"Northern Spain","Michael Schachner","Rose"
"38835","Spain",91,NA,"Northern Spain","Michael Schachner","Syrah"
"38836","Argentina",83,10,"Mendoza Province","Michael Schachner","Chardonnay"
"38902","Argentina",82,8,"Mendoza Province","Michael Schachner","Merlot"
"38935","Argentina",84,10,"Mendoza Province","Michael Schachner","Chardonnay"
"38944","Argentina",88,20,"Mendoza Province","Michael Schachner","Chardonnay"
"38969","Spain",88,18,"Catalonia","Michael Schachner","Chardonnay"
"38987","Spain",91,90,"Spain Other","Michael Schachner","Chardonnay"
"39001","Argentina",82,8,"Mendoza Province","Michael Schachner","Chardonnay"
"39005","Argentina",81,11,"Mendoza Province","Michael Schachner","Chardonnay"
"39010","Spain",90,40,"Northern Spain","Michael Schachner","Merlot"
"39015","Spain",85,7,"Central Spain","Michael Schachner","Rose"
"39144","Argentina",88,20,"Mendoza Province","Michael Schachner","Chardonnay"
"39145","Argentina",88,NA,"Other","Michael Schachner","Chardonnay"
"39147","Argentina",83,9,"Mendoza Province","Michael Schachner","Syrah"
"39148","Argentina",83,10,"Mendoza Province","Michael Schachner","Merlot"
"39267","Argentina",86,10,"Mendoza Province","Michael Schachner","Merlot"
"39281","Argentina",84,13,"Mendoza Province","Michael Schachner","Chardonnay"
"39284","Argentina",83,10,"Mendoza Province","Michael Schachner","Chardonnay"
"39301","Argentina",84,11,"Mendoza Province","Michael Schachner","Pinot Noir"
"39303","Argentina",84,22,"Mendoza Province","Michael Schachner","Chardonnay"
"39305","Spain",86,14,"Northern Spain","Michael Schachner","Rose"
"39331","Argentina",80,17,"Mendoza Province","Michael Schachner","Pinot Noir"
"39379","Argentina",84,12,"Mendoza Province","Michael Schachner","Chardonnay"
"39381","Argentina",84,10,"Mendoza Province","Michael Schachner","Chardonnay"
"39383","Argentina",83,8,"Other","Michael Schachner","Chardonnay"
"39393","Spain",90,45,"Catalonia","Michael Schachner","Syrah"
"39398","Argentina",86,13,"Mendoza Province","Michael Schachner","Pinot Noir"
"39471","Spain",85,8,"Central Spain","Michael Schachner","Rose"
"39475","Spain",85,12,"Northern Spain","Michael Schachner","Rose"
"39486","Argentina",84,12,"Mendoza Province","Michael Schachner","Chardonnay"
"39493","Spain",90,26,"Catalonia","Michael Schachner","Chardonnay"
"39518","Argentina",84,NA,"Mendoza Province","Michael Schachner","Chardonnay"
"39524","Argentina",83,16,"Mendoza Province","Michael Schachner","Merlot"
"39535","Spain",86,12,"Northern Spain","Michael Schachner","Rose"
"39559","Spain",89,14,"Northern Spain","Michael Schachner","Chardonnay"
"39633","Argentina",85,15,"Other","Michael Schachner","Pinot Noir"
"39654","Spain",91,40,"Central Spain","Michael Schachner","Syrah"
"39663","Spain",86,10,"Northern Spain","Michael Schachner","Rose"
"39669","Argentina",86,16,"Other","Michael Schachner","Syrah"
"39683","Argentina",83,25,"Mendoza Province","Michael Schachner","Rose"
"39717","US",92,25,"Oregon","Michael Schachner","Pinot Noir"
"39718","US",92,35,"Oregon","Michael Schachner","Pinot Noir"
"39719","US",92,39,"Oregon","Michael Schachner","Pinot Noir"
"39721","US",91,36,"Oregon","Michael Schachner","Pinot Noir"
"39722","US",90,25,"Oregon","Michael Schachner","Pinot Noir"
"39723","US",90,18,"Oregon","Michael Schachner","Pinot Noir"
"39782","Argentina",87,7,"Mendoza Province","Michael Schachner","Chardonnay"
"39807","Argentina",84,22,"Mendoza Province","Michael Schachner","Pinot Noir"
"39811","Argentina",84,14,"Mendoza Province","Michael Schachner","Chardonnay"
"39814","Argentina",84,17,"Mendoza Province","Michael Schachner","Rose"
"39833","Argentina",85,17,"Mendoza Province","Michael Schachner","Pinot Noir"
"39835","Spain",88,53,"Catalonia","Michael Schachner","Chardonnay"
"39891","Spain",84,12,"Northern Spain","Michael Schachner","Rose"
"39913","Argentina",86,22,"Mendoza Province","Michael Schachner","Chardonnay"
"39939","Spain",85,10,"Northern Spain","Michael Schachner","Rose"
"39955","Argentina",86,15,"Mendoza Province","Michael Schachner","Chardonnay"
"39956","Argentina",87,10,"Mendoza Province","Michael Schachner","Chardonnay"
"39968","Argentina",83,12,"Mendoza Province","Michael Schachner","Chardonnay"
"39971","Argentina",82,10,"Mendoza Province","Michael Schachner","Merlot"
"40001","Argentina",83,13,"Mendoza Province","Michael Schachner","Chardonnay"
"40017","Argentina",87,30,"Mendoza Province","Michael Schachner","Chardonnay"
"40023","Argentina",89,35,"Mendoza Province","Michael Schachner","Chardonnay"
"40039","Argentina",86,14,"Mendoza Province","Michael Schachner","Merlot"
"40040","Argentina",86,11,"Mendoza Province","Michael Schachner","Pinot Noir"
"40044","Spain",86,15,"Northern Spain","Michael Schachner","Syrah"
"40069","Spain",91,30,"Northern Spain","Michael Schachner","Syrah"
"40089","Argentina",84,10,"Mendoza Province","Michael Schachner","Pinot Noir"
"40100","Argentina",89,120,"Mendoza Province","Michael Schachner","Chardonnay"
"40105","Argentina",81,17,"Other","Michael Schachner","Pinot Noir"
"40131","Argentina",85,15,"Mendoza Province","Michael Schachner","Pinot Noir"
"40148","Argentina",88,25,"Mendoza Province","Michael Schachner","Chardonnay"
"40196","Argentina",86,20,"Other","Michael Schachner","Pinot Noir"
"40225","Argentina",85,25,"Mendoza Province","Michael Schachner","Chardonnay"
"40248","Argentina",80,13,"Mendoza Province","Michael Schachner","Chardonnay"
"40271","Argentina",84,10,"Mendoza Province","Michael Schachner","Chardonnay"
"40275","Argentina",84,13,"Mendoza Province","Michael Schachner","Merlot"
"40286","Argentina",88,20,"Mendoza Province","Michael Schachner","Chardonnay"
"40308","Argentina",85,10,"Mendoza Province","Michael Schachner","Rose"
"40312","Argentina",85,11,"Mendoza Province","Michael Schachner","Chardonnay"
"40330","Argentina",85,8,"Mendoza Province","Michael Schachner","Chardonnay"
"40352","Argentina",87,12,"Mendoza Province","Michael Schachner","Chardonnay"
"40354","Argentina",87,14,"Mendoza Province","Michael Schachner","Merlot"
"40369","Argentina",88,15,"Mendoza Province","Michael Schachner","Chardonnay"
"40372","Argentina",85,17,"Mendoza Province","Michael Schachner","Merlot"
"40453","Argentina",87,20,"Mendoza Province","Michael Schachner","Chardonnay"
"40459","Argentina",86,9,"Mendoza Province","Michael Schachner","Rose"
"40509","Spain",92,50,"Catalonia","Michael Schachner","Rose"
"40516","Spain",85,12,"Northern Spain","Michael Schachner","Rose"
"40523","Spain",84,12,"Northern Spain","Michael Schachner","Rose"
"40529","Argentina",84,9,"Other","Michael Schachner","Chardonnay"
"40597","Argentina",88,30,"Mendoza Province","Michael Schachner","Chardonnay"
"40601","Argentina",88,30,"Mendoza Province","Michael Schachner","Pinot Noir"
"40623","Spain",87,12,"Northern Spain","Michael Schachner","Chardonnay"
"40630","Spain",86,9,"Levante","Michael Schachner","Rose"
"40631","Spain",86,15,"Northern Spain","Michael Schachner","Chardonnay"
"40639","Spain",88,65,"Catalonia","Michael Schachner","Chardonnay"
"40722","Argentina",85,13,"Mendoza Province","Michael Schachner","Merlot"
"40723","Spain",86,14,"Northern Spain","Michael Schachner","Rose"
"40729","Spain",86,9,"Spain Other","Michael Schachner","Rose"
"40747","Spain",87,15,"Northern Spain","Michael Schachner","Merlot"
"40751","Spain",82,9,"Northern Spain","Michael Schachner","Rose"
"40757","Spain",80,9,"Central Spain","Michael Schachner","Merlot"
"40768","Argentina",87,12,"Other","Michael Schachner","Pinot Noir"
"40777","Argentina",85,11,"Mendoza Province","Michael Schachner","Chardonnay"
"40796","Spain",85,12,"Northern Spain","Michael Schachner","Rose"
"40799","Argentina",85,10,"Mendoza Province","Michael Schachner","Chardonnay"
"40808","Argentina",86,20,"Mendoza Province","Michael Schachner","Chardonnay"
"40824","Argentina",85,10,"Mendoza Province","Michael Schachner","Pinot Noir"
"40825","Argentina",85,16,"Mendoza Province","Michael Schachner","Chardonnay"
"40828","Spain",87,14,"Northern Spain","Michael Schachner","Rose"
"40832","Spain",86,14,"Northern Spain","Michael Schachner","Rose"
"40844","Argentina",89,20,"Other","Michael Schachner","Pinot Noir"
"40845","Argentina",89,46,"Mendoza Province","Michael Schachner","Chardonnay"
"40877","Argentina",83,20,"Other","Michael Schachner","Merlot"
"40901","Spain",86,30,"Central Spain","Michael Schachner","Rose"
"40912","Argentina",86,12,"Mendoza Province","Michael Schachner","Pinot Noir"
"40953","Spain",86,10,"Northern Spain","Michael Schachner","Rose"
"40990","Argentina",85,15,"Other","Michael Schachner","Pinot Noir"
"40992","Argentina",85,15,"Mendoza Province","Michael Schachner","Pinot Noir"
"41013","US",82,39,"Oregon","Michael Schachner","Pinot Noir"
"41046","Spain",83,10,"Central Spain","Michael Schachner","Merlot"
"41119","Argentina",87,12,"Mendoza Province","Michael Schachner","Chardonnay"
"41160","Argentina",85,15,"Mendoza Province","Michael Schachner","Syrah"
"41161","Argentina",85,9,"Mendoza Province","Michael Schachner","Chardonnay"
"41166","Argentina",87,14,"Mendoza Province","Michael Schachner","Chardonnay"
"41184","Argentina",82,12,"Mendoza Province","Michael Schachner","Rose"
"41187","Argentina",82,20,"Mendoza Province","Michael Schachner","Chardonnay"
"41189","Argentina",82,19,"Mendoza Province","Michael Schachner","Chardonnay"
"41190","Argentina",82,13,"Mendoza Province","Michael Schachner","Merlot"
"41191","Argentina",82,17,"Other","Michael Schachner","Chardonnay"
"41205","Spain",87,23,"Catalonia","Michael Schachner","Syrah"
"41227","Argentina",90,24,"Other","Michael Schachner","Pinot Noir"
"41250","Spain",90,30,"Northern Spain","Michael Schachner","Syrah"
"41257","Spain",82,10,"Northern Spain","Michael Schachner","Rose"
"41258","Spain",82,10,"Northern Spain","Michael Schachner","Rose"
"41259","Spain",81,12,"Northern Spain","Michael Schachner","Rose"
"41260","Spain",81,15,"Central Spain","Michael Schachner","Syrah"
"41261","Spain",81,14,"Northern Spain","Michael Schachner","Rose"
"41277","Argentina",86,18,"Mendoza Province","Michael Schachner","Merlot"
"41318","Spain",88,45,"Central Spain","Michael Schachner","Syrah"
"41331","Argentina",89,90,"Mendoza Province","Michael Schachner","Chardonnay"
"41359","Argentina",87,12,"Mendoza Province","Michael Schachner","Merlot"
"41362","Argentina",87,19,"Mendoza Province","Michael Schachner","Chardonnay"
"41371","Argentina",84,NA,"Mendoza Province","Michael Schachner","Chardonnay"
"41373","Argentina",84,12,"Mendoza Province","Michael Schachner","Rose"
"41374","Argentina",84,15,"Mendoza Province","Michael Schachner","Chardonnay"
"41391","Spain",88,13,"Northern Spain","Michael Schachner","Rose"
"41420","Argentina",84,10,"Mendoza Province","Michael Schachner","Chardonnay"
"41422","Argentina",84,7,"Mendoza Province","Michael Schachner","Pinot Noir"
"41469","Argentina",84,25,"Mendoza Province","Michael Schachner","Syrah"
"41479","Argentina",81,14,"Mendoza Province","Michael Schachner","Syrah"
"41483","Spain",81,13,"Northern Spain","Michael Schachner","Rose"
"41511","Argentina",81,10,"Mendoza Province","Michael Schachner","Chardonnay"
"41545","US",85,20,"Oregon","Michael Schachner","Pinot Noir"
"41546","US",85,14,"Oregon","Michael Schachner","Pinot Noir"
"41547","US",85,25,"Oregon","Michael Schachner","Pinot Noir"
"41548","US",84,22,"Oregon","Michael Schachner","Pinot Noir"
