"","country","points","price","province","taster_name","variety"
"41549","US",84,12,"Oregon","Michael Schachner","Pinot Noir"
"41550","US",84,30,"Oregon","Michael Schachner","Pinot Noir"
"41551","US",84,45,"America","Michael Schachner","Pinot Noir"
"41552","US",83,28,"Oregon","Michael Schachner","Pinot Noir"
"41553","US",83,10,"Oregon","Michael Schachner","Pinot Noir"
"41571","Argentina",84,10,"Mendoza Province","Michael Schachner","Syrah"
"41644","Spain",90,31,"Northern Spain","Michael Schachner","Rose"
"41669","Argentina",84,11,"Mendoza Province","Michael Schachner","Syrah"
"41693","Argentina",86,9,"Other","Michael Schachner","Pinot Noir"
"41729","Argentina",84,15,"Mendoza Province","Michael Schachner","Chardonnay"
"41735","Argentina",85,12,"Mendoza Province","Michael Schachner","Merlot"
"41741","Argentina",90,46,"Mendoza Province","Michael Schachner","Chardonnay"
"41751","Spain",80,8,"Levante","Michael Schachner","Rose"
"41778","Spain",87,8,"Northern Spain","Michael Schachner","Rose"
"41822","Spain",87,7,"Central Spain","Michael Schachner","Rose"
"41835","Argentina",83,22,"Mendoza Province","Michael Schachner","Chardonnay"
"41857","Spain",92,30,"Northern Spain","Michael Schachner","Syrah"
"41871","Argentina",84,10,"Mendoza Province","Michael Schachner","Pinot Noir"
"41910","Argentina",85,NA,"Mendoza Province","Michael Schachner","Chardonnay"
"41923","Spain",91,37,"Levante","Michael Schachner","Syrah"
"41937","Argentina",85,7,"Mendoza Province","Michael Schachner","Chardonnay"
"41940","Argentina",85,11,"Mendoza Province","Michael Schachner","Chardonnay"
"41948","Argentina",86,18,"Mendoza Province","Michael Schachner","Chardonnay"
"41977","Spain",85,8,"Northern Spain","Michael Schachner","Rose"
"42073","Spain",83,10,"Catalonia","Michael Schachner","Chardonnay"
"42102","Argentina",80,19,"Mendoza Province","Michael Schachner","Rose"
"42117","Argentina",89,31,"Other","Michael Schachner","Pinot Noir"
"42127","Spain",91,27,"Catalonia","Michael Schachner","Chardonnay"
"42129","Argentina",80,14,"Mendoza Province","Michael Schachner","Chardonnay"
"42136","Spain",87,65,"Catalonia","Michael Schachner","Chardonnay"
"42190","Spain",87,9,"Northern Spain","Michael Schachner","Rose"
"42194","Argentina",87,12,"Mendoza Province","Michael Schachner","Rose"
"42197","Argentina",87,25,"Mendoza Province","Michael Schachner","Chardonnay"
"42206","Spain",84,7,"Central Spain","Michael Schachner","Rose"
"42214","Spain",84,8,"Northern Spain","Michael Schachner","Rose"
"42216","Spain",87,13,"Northern Spain","Michael Schachner","Rose"
"42217","Spain",87,12,"Catalonia","Michael Schachner","Rose"
"42218","Spain",87,12,"Northern Spain","Michael Schachner","Rose"
"42221","Spain",87,9,"Northern Spain","Michael Schachner","Rose"
"42225","Argentina",87,18,"Mendoza Province","Michael Schachner","Chardonnay"
"42238","Argentina",88,12,"Mendoza Province","Michael Schachner","Syrah"
"42290","Argentina",86,18,"Mendoza Province","Michael Schachner","Syrah"
"42303","Spain",84,10,"Central Spain","Michael Schachner","Chardonnay"
"42305","Spain",83,12,"Northern Spain","Michael Schachner","Chardonnay"
"42312","Argentina",86,12,"Mendoza Province","Michael Schachner","Merlot"
"42328","Argentina",86,15,"Mendoza Province","Michael Schachner","Pinot Noir"
"42365","Argentina",86,20,"Other","Michael Schachner","Pinot Noir"
"42387","Spain",87,11,"Northern Spain","Michael Schachner","Rose"
"42397","Spain",88,18,"Catalonia","Michael Schachner","Pinot Noir"
"42409","Argentina",85,14,"Mendoza Province","Michael Schachner","Chardonnay"
"42443","Argentina",83,12,"Mendoza Province","Michael Schachner","Chardonnay"
"42447","Spain",83,14,"Northern Spain","Michael Schachner","Rose"
"42455","Spain",82,9,"Central Spain","Michael Schachner","Chardonnay"
"42466","Spain",80,9,"Central Spain","Michael Schachner","Chardonnay"
"42478","Spain",86,21,"Northern Spain","Michael Schachner","Rose"
"42481","Argentina",86,17,"Other","Michael Schachner","Chardonnay"
"42494","Argentina",85,11,"Mendoza Province","Michael Schachner","Chardonnay"
"42519","Argentina",82,22,"Mendoza Province","Michael Schachner","Chardonnay"
"42522","Argentina",82,15,"Mendoza Province","Michael Schachner","Rose"
"42528","Argentina",82,16,"Mendoza Province","Michael Schachner","Chardonnay"
"42553","Argentina",85,10,"Mendoza Province","Michael Schachner","Chardonnay"
"42554","Argentina",85,11,"Mendoza Province","Michael Schachner","Chardonnay"
"42559","Spain",87,12,"Catalonia","Michael Schachner","Pinot Noir"
"42571","Spain",85,10,"Northern Spain","Michael Schachner","Rose"
"42581","Argentina",84,22,"Other","Michael Schachner","Pinot Noir"
"42601","Argentina",84,20,"Other","Michael Schachner","Pinot Noir"
"42630","Spain",88,25,"Catalonia","Michael Schachner","Pinot Noir"
"42660","Argentina",87,25,"Mendoza Province","Michael Schachner","Syrah"
"42699","Argentina",87,33,"Mendoza Province","Michael Schachner","Pinot Noir"
"42716","Spain",84,16,"Catalonia","Michael Schachner","Rose"
"42718","Spain",84,17,"Levante","Michael Schachner","Chardonnay"
"42725","Spain",86,15,"Northern Spain","Michael Schachner","Chardonnay"
"42736","Argentina",85,11,"Mendoza Province","Michael Schachner","Merlot"
"42737","Argentina",85,12,"Mendoza Province","Michael Schachner","Chardonnay"
"42769","Argentina",85,13,"Mendoza Province","Michael Schachner","Chardonnay"
"42771","Spain",85,10,"Northern Spain","Michael Schachner","Rose"
"42773","Argentina",85,9,"Mendoza Province","Michael Schachner","Chardonnay"
"42809","Argentina",85,22,"Mendoza Province","Michael Schachner","Pinot Noir"
"42828","Argentina",91,25,"Mendoza Province","Michael Schachner","Syrah"
"42841","Spain",90,100,"Catalonia","Michael Schachner","Syrah"
"42844","US",83,24,"Oregon","Michael Schachner","Pinot Noir"
"42845","US",83,22,"Oregon","Michael Schachner","Chardonnay"
"42850","Argentina",84,11,"Mendoza Province","Michael Schachner","Syrah"
"42859","Argentina",86,15,"Mendoza Province","Michael Schachner","Chardonnay"
"42861","Argentina",86,12,"Mendoza Province","Michael Schachner","Chardonnay"
"42868","Argentina",90,35,"Mendoza Province","Michael Schachner","Chardonnay"
"42947","Argentina",85,17,"Mendoza Province","Michael Schachner","Chardonnay"
"42994","Spain",88,12,"Northern Spain","Michael Schachner","Rose"
"43052","Spain",88,22,"Central Spain","Michael Schachner","Syrah"
"43058","Argentina",87,23,"Mendoza Province","Michael Schachner","Chardonnay"
"43143","Argentina",82,22,"Mendoza Province","Michael Schachner","Chardonnay"
"43153","Argentina",86,17,"Mendoza Province","Michael Schachner","Chardonnay"
"43166","Spain",84,15,"Northern Spain","Michael Schachner","Chardonnay"
"43167","Spain",84,11,"Central Spain","Michael Schachner","Chardonnay"
"43174","Argentina",84,11,"Other","Michael Schachner","Chardonnay"
"43182","Argentina",84,14,"Mendoza Province","Michael Schachner","Rose"
"43198","Spain",83,19,"Catalonia","Michael Schachner","Rose"
"43262","Argentina",84,8,"Mendoza Province","Michael Schachner","Chardonnay"
"43264","Argentina",84,17,"Other","Michael Schachner","Chardonnay"
"43265","Spain",84,15,"Catalonia","Michael Schachner","Rose"
"43266","Argentina",84,13,"Mendoza Province","Michael Schachner","Chardonnay"
"43301","Argentina",89,32,"Mendoza Province","Michael Schachner","Chardonnay"
"43328","Argentina",88,39,"Mendoza Province","Michael Schachner","Chardonnay"
"43329","Argentina",88,19,"Mendoza Province","Michael Schachner","Chardonnay"
"43330","Argentina",88,17,"Mendoza Province","Michael Schachner","Chardonnay"
"43353","Spain",87,24,"Catalonia","Michael Schachner","Syrah"
"43368","Spain",84,9,"Northern Spain","Michael Schachner","Rose"
"43375","Argentina",83,15,"Mendoza Province","Michael Schachner","Chardonnay"
"43427","Argentina",90,27,"Mendoza Province","Michael Schachner","Pinot Noir"
"43444","Spain",85,12,"Northern Spain","Michael Schachner","Merlot"
"43466","Spain",85,12,"Catalonia","Michael Schachner","Rose"
"43476","Argentina",83,13,"Mendoza Province","Michael Schachner","Syrah"
"43498","Spain",84,15,"Catalonia","Michael Schachner","Chardonnay"
"43504","Spain",83,12,"Northern Spain","Michael Schachner","Chardonnay"
"43511","Argentina",83,25,"Other","Michael Schachner","Pinot Noir"
"43545","Argentina",88,17,"Other","Michael Schachner","Pinot Noir"
"43578","France",92,33,"Burgundy","Michael Schachner","Pinot Noir"
"43668","Argentina",84,17,"Other","Michael Schachner","Chardonnay"
"43722","Spain",82,13,"Northern Spain","Michael Schachner","Rose"
"43744","US",89,30,"California","Michael Schachner","Pinot Noir"
"43747","Spain",89,30,"Central Spain","Michael Schachner","Syrah"
"43773","Spain",86,15,"Northern Spain","Michael Schachner","Chardonnay"
"43800","Argentina",82,12,"Mendoza Province","Michael Schachner","Chardonnay"
"43803","Spain",82,9,"Central Spain","Michael Schachner","Rose"
"43805","Argentina",87,12,"Mendoza Province","Michael Schachner","Chardonnay"
"43813","Argentina",85,12,"Mendoza Province","Michael Schachner","Chardonnay"
"43814","Argentina",85,19,"Mendoza Province","Michael Schachner","Chardonnay"
"43817","Spain",83,40,"Catalonia","Michael Schachner","Pinot Noir"
"43843","Spain",80,7,"Central Spain","Michael Schachner","Chardonnay"
"43851","Spain",90,21,"Central Spain","Michael Schachner","Syrah"
"43905","Argentina",92,60,"Other","Michael Schachner","Pinot Noir"
"43908","Argentina",87,13,"Mendoza Province","Michael Schachner","Chardonnay"
"43920","Argentina",88,33,"Mendoza Province","Michael Schachner","Chardonnay"
"43993","Argentina",89,20,"Mendoza Province","Michael Schachner","Chardonnay"
"43999","Argentina",84,10,"Mendoza Province","Michael Schachner","Chardonnay"
"44017","Spain",82,10,"Central Spain","Michael Schachner","Merlot"
"44031","Argentina",88,10,"Mendoza Province","Michael Schachner","Syrah"
"44050","Argentina",86,10,"Mendoza Province","Michael Schachner","Chardonnay"
"44088","Spain",81,13,"Northern Spain","Michael Schachner","Chardonnay"
"44089","Spain",81,15,"Northern Spain","Michael Schachner","Chardonnay"
"44090","Spain",80,17,"Northern Spain","Michael Schachner","Chardonnay"
"44122","Argentina",86,18,"Mendoza Province","Michael Schachner","Chardonnay"
"44130","Argentina",86,12,"Other","Michael Schachner","Merlot"
"44131","Argentina",86,12,"Other","Michael Schachner","Chardonnay"
"44167","Spain",86,9,"Northern Spain","Michael Schachner","Rose"
"44182","Spain",80,14,"Northern Spain","Michael Schachner","Rose"
"44192","Argentina",88,10,"Mendoza Province","Michael Schachner","Merlot"
"44200","Argentina",90,50,"Mendoza Province","Michael Schachner","Chardonnay"
"44214","Argentina",83,12,"Mendoza Province","Michael Schachner","Chardonnay"
"44216","Argentina",83,19,"Mendoza Province","Michael Schachner","Pinot Noir"
"44217","Argentina",83,15,"Mendoza Province","Michael Schachner","Chardonnay"
"44219","Argentina",83,13,"Mendoza Province","Michael Schachner","Pinot Noir"
"44220","Argentina",83,11,"Mendoza Province","Michael Schachner","Pinot Noir"
"44271","Argentina",90,33,"Mendoza Province","Michael Schachner","Chardonnay"
"44330","Argentina",87,15,"Other","Michael Schachner","Pinot Noir"
"44332","Argentina",87,18,"Mendoza Province","Michael Schachner","Chardonnay"
"44355","Argentina",84,11,"Mendoza Province","Michael Schachner","Chardonnay"
"44358","Argentina",84,10,"Mendoza Province","Michael Schachner","Pinot Noir"
"44362","Argentina",83,12,"Mendoza Province","Michael Schachner","Syrah"
"44388","Spain",88,24,"Northern Spain","Michael Schachner","Syrah"
"44396","Argentina",85,15,"Mendoza Province","Michael Schachner","Syrah"
"44444","Argentina",84,11,"Other","Michael Schachner","Syrah"
"44456","Spain",87,8,"Northern Spain","Michael Schachner","Rose"
"44472","Spain",93,110,"Northern Spain","Michael Schachner","Syrah"
"44476","Argentina",87,35,"Mendoza Province","Michael Schachner","Chardonnay"
"44493","Spain",86,10,"Northern Spain","Michael Schachner","Chardonnay"
"44508","Spain",87,9,"Northern Spain","Michael Schachner","Chardonnay"
"44509","Spain",87,12,"Northern Spain","Michael Schachner","Rose"
"44525","US",86,35,"Oregon","Michael Schachner","Pinot Noir"
"44577","Argentina",84,17,"Mendoza Province","Michael Schachner","Rose"
"44654","Spain",87,14,"Northern Spain","Michael Schachner","Chardonnay"
"44668","Argentina",83,11,"Mendoza Province","Michael Schachner","Chardonnay"
"44678","Spain",83,9,"Northern Spain","Michael Schachner","Rose"
"44691","Argentina",85,21,"Mendoza Province","Michael Schachner","Pinot Noir"
"44708","Argentina",85,10,"Mendoza Province","Michael Schachner","Chardonnay"
"44750","Argentina",86,16,"Other","Michael Schachner","Chardonnay"
"44768","Argentina",84,13,"Mendoza Province","Michael Schachner","Chardonnay"
"44770","Argentina",84,20,"Other","Michael Schachner","Merlot"
"44876","Spain",87,9,"Northern Spain","Michael Schachner","Rose"
"44880","Argentina",87,14,"Mendoza Province","Michael Schachner","Syrah"
"44885","Argentina",86,10,"Mendoza Province","Michael Schachner","Merlot"
"44887","Argentina",86,14,"Mendoza Province","Michael Schachner","Merlot"
"44906","Spain",85,7,"Central Spain","Michael Schachner","Rose"
"44907","Argentina",85,30,"Mendoza Province","Michael Schachner","Chardonnay"
"44932","Spain",87,14,"Northern Spain","Michael Schachner","Chardonnay"
"44970","Spain",86,12,"Northern Spain","Michael Schachner","Chardonnay"
"44974","Argentina",88,17,"Other","Michael Schachner","Pinot Noir"
"44989","Argentina",83,14,"Other","Michael Schachner","Pinot Noir"
"44995","Argentina",82,11,"Mendoza Province","Michael Schachner","Chardonnay"
"45048","Argentina",88,18,"Mendoza Province","Michael Schachner","Merlot"
"45051","Spain",86,15,"Northern Spain","Michael Schachner","Chardonnay"
"45056","Argentina",84,10,"Mendoza Province","Michael Schachner","Chardonnay"
"45058","Argentina",83,13,"Mendoza Province","Michael Schachner","Chardonnay"
"45062","Spain",83,8,"Northern Spain","Michael Schachner","Rose"
"45101","Argentina",88,46,"Mendoza Province","Michael Schachner","Chardonnay"
"45111","Argentina",83,18,"Mendoza Province","Michael Schachner","Syrah"
"45113","Argentina",83,16,"Other","Michael Schachner","Syrah"
"45157","Spain",86,25,"Northern Spain","Michael Schachner","Chardonnay"
"45169","Argentina",81,11,"Mendoza Province","Michael Schachner","Chardonnay"
"45173","Argentina",83,11,"Mendoza Province","Michael Schachner","Chardonnay"
"45198","Argentina",89,12,"Mendoza Province","Michael Schachner","Syrah"
"45224","Argentina",87,21,"Mendoza Province","Michael Schachner","Chardonnay"
"45238","Argentina",86,18,"Mendoza Province","Michael Schachner","Chardonnay"
"45253","Spain",86,10,"Northern Spain","Michael Schachner","Rose"
"45284","Argentina",84,10,"Other","Michael Schachner","Chardonnay"
"45285","Argentina",84,6,"Mendoza Province","Michael Schachner","Chardonnay"
"45318","Argentina",87,14,"Mendoza Province","Michael Schachner","Chardonnay"
"45330","Argentina",86,15,"Mendoza Province","Michael Schachner","Chardonnay"
"45331","Argentina",85,13,"Mendoza Province","Michael Schachner","Rose"
"45332","Argentina",85,29,"Mendoza Province","Michael Schachner","Chardonnay"
"45338","Spain",85,15,"Northern Spain","Michael Schachner","Rose"
"45417","Spain",85,11,"Levante","Michael Schachner","Rose"
"45418","Spain",85,13,"Northern Spain","Michael Schachner","Chardonnay"
"45436","US",87,38,"Oregon","Michael Schachner","Pinot Noir"
"45437","US",87,30,"Oregon","Michael Schachner","Pinot Noir"
"45438","US",87,25,"Oregon","Michael Schachner","Pinot Noir"
"45440","US",86,36,"Oregon","Michael Schachner","Pinot Noir"
"45441","US",86,15,"Oregon","Michael Schachner","Pinot Noir"
"45442","US",86,40,"Oregon","Michael Schachner","Pinot Noir"
"45474","Spain",84,NA,"Catalonia","Michael Schachner","Rose"
"45484","Argentina",89,50,"Mendoza Province","Michael Schachner","Syrah"
"45520","Argentina",86,13,"Other","Michael Schachner","Syrah"
"45539","Argentina",82,11,"Mendoza Province","Michael Schachner","Merlot"
"45544","Argentina",81,11,"Mendoza Province","Michael Schachner","Chardonnay"
"45548","Argentina",80,8,"Mendoza Province","Michael Schachner","Merlot"
"45555","Argentina",86,13,"Mendoza Province","Michael Schachner","Chardonnay"
"45587","Spain",87,18,"Catalonia","Michael Schachner","Pinot Noir"
"45588","Spain",89,29,"Northern Spain","Michael Schachner","Syrah"
"45609","Spain",87,24,"Catalonia","Michael Schachner","Syrah"
"45655","Spain",84,NA,"Northern Spain","Michael Schachner","Chardonnay"
"45659","Spain",83,24,"Northern Spain","Michael Schachner","Rose"
"45664","Argentina",88,14,"Mendoza Province","Michael Schachner","Pinot Noir"
"45665","Argentina",88,30,"Other","Michael Schachner","Pinot Noir"
"45672","Spain",87,8,"Northern Spain","Michael Schachner","Rose"
"45720","Argentina",83,20,"Mendoza Province","Michael Schachner","Chardonnay"
"45722","Argentina",83,50,"Mendoza Province","Michael Schachner","Chardonnay"
"45775","Spain",85,13,"Northern Spain","Michael Schachner","Chardonnay"
"45784","Argentina",89,27,"Mendoza Province","Michael Schachner","Merlot"
"45792","Argentina",86,17,"Other","Michael Schachner","Chardonnay"
"45808","Argentina",85,15,"Other","Michael Schachner","Pinot Noir"
"45815","Argentina",87,20,"Mendoza Province","Michael Schachner","Chardonnay"
"45834","Spain",94,30,"Northern Spain","Michael Schachner","Syrah"
"45842","Argentina",89,45,"Mendoza Province","Michael Schachner","Chardonnay"
"45858","Argentina",88,12,"Mendoza Province","Michael Schachner","Pinot Noir"
"45904","Argentina",83,13,"Mendoza Province","Michael Schachner","Pinot Noir"
"45907","Argentina",83,12,"Mendoza Province","Michael Schachner","Chardonnay"
"45911","Argentina",85,14,"Mendoza Province","Michael Schachner","Chardonnay"
"45962","Spain",85,6,"Levante","Michael Schachner","Rose"
"45966","Argentina",84,15,"Mendoza Province","Michael Schachner","Chardonnay"
"45972","Argentina",85,15,"Mendoza Province","Michael Schachner","Syrah"
"45979","Spain",86,18,"Northern Spain","Michael Schachner","Merlot"
"46032","Argentina",85,17,"Mendoza Province","Michael Schachner","Pinot Noir"
"46039","Spain",87,18,"Levante","Michael Schachner","Syrah"
"46068","Argentina",89,95,"Mendoza Province","Michael Schachner","Merlot"
"46095","Argentina",87,18,"Other","Michael Schachner","Syrah"
"46100","Argentina",88,30,"Mendoza Province","Michael Schachner","Pinot Noir"
"46104","Argentina",88,30,"Mendoza Province","Michael Schachner","Chardonnay"
"46113","Spain",92,40,"Central Spain","Michael Schachner","Syrah"
"46130","Argentina",86,17,"Mendoza Province","Michael Schachner","Merlot"
"46139","Spain",83,10,"Northern Spain","Michael Schachner","Rose"
"46154","Spain",87,12,"Northern Spain","Michael Schachner","Chardonnay"
"46161","Argentina",86,17,"Other","Michael Schachner","Chardonnay"
"46175","Spain",84,10,"Central Spain","Michael Schachner","Chardonnay"
"46202","Argentina",83,12,"Mendoza Province","Michael Schachner","Merlot"
"46213","Argentina",82,13,"Mendoza Province","Michael Schachner","Rose"
"46215","Argentina",82,12,"Mendoza Province","Michael Schachner","Rose"
"46250","Argentina",84,8,"Mendoza Province","Michael Schachner","Chardonnay"
"46265","Argentina",84,19,"Mendoza Province","Michael Schachner","Chardonnay"
"46267","Argentina",83,17,"Other","Michael Schachner","Chardonnay"
"46279","Spain",86,14,"Northern Spain","Michael Schachner","Chardonnay"
"46292","Spain",87,15,"Northern Spain","Michael Schachner","Chardonnay"
"46293","Spain",87,9,"Northern Spain","Michael Schachner","Rose"
"46296","Spain",87,14,"Catalonia","Michael Schachner","Chardonnay"
"46301","US",82,15,"California","Michael Schachner","Pinot Noir"
"46302","US",93,39,"Oregon","Michael Schachner","Pinot Noir"
"46307","Argentina",85,6,"Mendoza Province","Michael Schachner","Chardonnay"
"46309","Argentina",85,13,"Mendoza Province","Michael Schachner","Syrah"
"46310","Argentina",85,16,"Mendoza Province","Michael Schachner","Pinot Noir"
"46319","Argentina",87,14,"Mendoza Province","Michael Schachner","Chardonnay"
"46330","Argentina",87,18,"Mendoza Province","Michael Schachner","Chardonnay"
"46343","Argentina",91,35,"Mendoza Province","Michael Schachner","Chardonnay"
"46355","Spain",85,13,"Northern Spain","Michael Schachner","Chardonnay"
"46359","Argentina",85,8,"Mendoza Province","Michael Schachner","Rose"
"46362","Spain",84,9,"Northern Spain","Michael Schachner","Rose"
"46374","Argentina",87,18,"Mendoza Province","Michael Schachner","Merlot"
"46410","Argentina",84,13,"Mendoza Province","Michael Schachner","Pinot Noir"
"46416","Argentina",84,20,"Mendoza Province","Michael Schachner","Merlot"
"46425","Argentina",85,11,"Mendoza Province","Michael Schachner","Chardonnay"
"46427","Argentina",85,15,"Mendoza Province","Michael Schachner","Rose"
"46433","Argentina",83,20,"Mendoza Province","Michael Schachner","Pinot Noir"
"46434","Argentina",83,18,"Mendoza Province","Michael Schachner","Pinot Noir"
"46439","Spain",87,15,"Northern Spain","Michael Schachner","Rose"
"46479","Argentina",82,12,"Mendoza Province","Michael Schachner","Chardonnay"
"46482","Argentina",81,18,"Mendoza Province","Michael Schachner","Chardonnay"
"46527","Argentina",83,12,"Other","Michael Schachner","Chardonnay"
"46540","Argentina",85,15,"Mendoza Province","Michael Schachner","Chardonnay"
"46551","Spain",85,16,"Catalonia","Michael Schachner","Rose"
"46579","Spain",87,13,"Northern Spain","Michael Schachner","Rose"
"46596","Argentina",86,12,"Other","Michael Schachner","Merlot"
"46597","Argentina",86,12,"Other","Michael Schachner","Chardonnay"
"46620","Argentina",87,19,"Mendoza Province","Michael Schachner","Pinot Noir"
"46629","Argentina",89,32,"Mendoza Province","Michael Schachner","Pinot Noir"
"46633","Argentina",83,13,"Mendoza Province","Michael Schachner","Chardonnay"
"46635","Argentina",83,11,"Mendoza Province","Michael Schachner","Chardonnay"
"46664","Argentina",85,19,"Mendoza Province","Michael Schachner","Chardonnay"
"46671","Spain",86,12,"Northern Spain","Michael Schachner","Rose"
"46678","Argentina",87,13,"Mendoza Province","Michael Schachner","Chardonnay"
"46680","Argentina",80,15,"Mendoza Province","Michael Schachner","Syrah"
"46686","Argentina",84,9,"Mendoza Province","Michael Schachner","Chardonnay"
"46698","Spain",88,11,"Northern Spain","Michael Schachner","Chardonnay"
"46707","Spain",87,9,"Northern Spain","Michael Schachner","Rose"
"46732","Spain",86,12,"Northern Spain","Michael Schachner","Rose"
"46758","Spain",82,29,"Northern Spain","Michael Schachner","Merlot"
"46759","Spain",82,12,"Northern Spain","Michael Schachner","Merlot"
"46817","Argentina",83,19,"Mendoza Province","Michael Schachner","Merlot"
"46849","Spain",84,10,"Catalonia","Michael Schachner","Rose"
"46851","Spain",83,7,"Central Spain","Michael Schachner","Rose"
"46854","Spain",83,22,"Northern Spain","Michael Schachner","Rose"
"46922","Argentina",88,12,"Mendoza Province","Michael Schachner","Syrah"
"46942","Argentina",90,30,"Other","Michael Schachner","Pinot Noir"
"46945","Spain",89,18,"Northern Spain","Michael Schachner","Merlot"
"46983","Spain",85,12,"Northern Spain","Michael Schachner","Chardonnay"
"46985","Argentina",85,14,"Other","Michael Schachner","Pinot Noir"
"47007","Spain",88,14,"Northern Spain","Michael Schachner","Rose"
"47022","Argentina",89,30,"Mendoza Province","Michael Schachner","Pinot Noir"
"47069","Spain",86,12,"Northern Spain","Michael Schachner","Rose"
"47078","Argentina",87,22,"Mendoza Province","Michael Schachner","Rose"
"47112","Spain",88,16,"Catalonia","Michael Schachner","Pinot Noir"
"47116","Argentina",81,19,"Mendoza Province","Michael Schachner","Merlot"
"47206","Argentina",88,18,"Mendoza Province","Michael Schachner","Chardonnay"
"47209","Argentina",88,35,"Mendoza Province","Michael Schachner","Chardonnay"
